,post_text,followers,friends,favorites,statuses,label
13227,@MelissaFazli      Love that chin!!!!!!! https://t.co/cf8fqf4EMw,126,621,22,2111,0
13228,"@RightWingWatch An Evangelical!!!!! Lies, mis-information, hatred,Fake News and stupid!!!!  unemloyment rate Nov. 2… https://t.co/TszBWdSvrm",126,621,22,2111,0
13229,@transition2017 @SenCapito Dumber than Trump!!! https://t.co/d0IeGScic8,126,621,22,2111,0
13230,Joe @JoeNBC  If US was bombing civilians in Syria instead of Russians would you be happy! The way it sounds every s… https://t.co/EK5zDIi411,126,621,22,2111,0
13231,"@Trump_World Tweet, Tweet, Tweet until you tweet yourself to (sleep). Kinda like a hot bottle of MILK!",126,621,22,2111,0
13232,"@TrumpD2016 Another Billionaire Today????    Come ON!!!        You're going to help the middle class, unemployed?… https://t.co/hqIBA8Qggx",126,621,22,2111,0
13233,"@realDonaldTrump You're It, No you""re it, NO you're IT!!!!! https://t.co/YDwKaFRolk",126,621,22,2111,0
13234,@SteveSchmidtSES Ego is a nasty thing sometimes!,126,621,22,2111,0
13235,@SteveSchmidtSES You live in a great paradise!!!! https://t.co/R8jpyJBUwF,126,621,22,2111,0
13236,"@angepurs @mrssmcdaniel @ASlavitt @WhiteHouse @POTUS That's a Putin,Trump type remedy! https://t.co/6ug4SKiWG5",126,621,22,2111,0
13237,"@angepurs @ASlavitt @WhiteHouse @POTUS Can you imagine being a part of lying to 30,000,000 people about something a… https://t.co/aJ64ezFlFt",126,621,22,2111,0
13238,⚡️ “Report: Kuwait pressured to move event to Trump hotel” WHAT WILL HE PRESSURE YOU FOR??? or HIS ALT-RIGHT PALS?… https://t.co/LvfyjLTxmR,126,621,22,2111,0
13239,"Why the State Department Is Worried About Donald Trump and His Tweets https://t.co/QAf0ARdU5p

Put tis in your bannon pipe smoke it!",126,621,22,2111,0
13240,@davidfrum Trump is mentally tilted!  Everything in his future will tilt to the personal gain of Trump! https://t.co/kej9mO5KSO,126,621,22,2111,0
13241,"@politico @joshgerstein A GREAT Man. Has to be sued to get repayment for swindled money from Trump U students! Yes,… https://t.co/SejV8aSOxz",126,621,22,2111,0
13242,@Salon Look at those clinched lips!  Mussolini comes to mind!,126,621,22,2111,0
13243,"@Salon TWO OLD POMPOUS DUDES think about 2 people in both countries!

combined populations, 500,000,000 citizens an… https://t.co/AtpKMCY3lB",126,621,22,2111,0
13244,@realDonaldTrump Another billionaire to the cabinet today! How many do you need to bolster your self-esteem? Maybe… https://t.co/dDOTe9hZrD,126,621,22,2111,0
13245,"@realDonaldTrump FULL of yourself??  Remember, no matter what you think of yourself/office you're ONLY 1 OF 330,000… https://t.co/ERVjOVeQRD",126,621,22,2111,0
13246,"@realDonaldTrump Remember, when you have to make decisions regarding WAR this crowd won't be in the OVAL office wit… https://t.co/QTWIbrhwKW",126,621,22,2111,0
13247,"@realDonaldTrump This is lie! However, your crowd did much worse at every ""selfish"" rally you held all year!!!!! https://t.co/wpB9fCQTfo",126,621,22,2111,0
13248,"@realDonaldTrump NO GRACE IN HIS SOUL!!Can't say thanks without trashing someone!POMPOUS PERSON,'but of these love… https://t.co/bb38cfigkD",126,621,22,2111,0
13249,@realDonaldTrump @mike_pence .........................Of NO Consequence!! You're not in the picture!! https://t.co/K8fSIRLid9,126,621,22,2111,0
13250,"@realDonaldTrump @Franklin_Graham Franklin and the Evangelicals put you on top! NOW let's see what Jesus says!  ""Do… https://t.co/vZpmlFTZIg",126,621,22,2111,0
13251,"@realDonaldTrump Does it include all Americans or just those you like? Is color of skin, religion, political party,… https://t.co/ta18o6ytYk",126,621,22,2111,0
13252,"@realDonaldTrump Like @JoeNBC said today, changing thinking may need the Stalin strategy, with Putin playing his pa… https://t.co/S9ysupSv90",126,621,22,2111,0
13253,"@realDonaldTrump Won with Comey, Putin,Fox, Joe Scarborough,Mika B., Alex Jones, Steve Bannon, Numerous Billionaire… https://t.co/4eSQaSldH5",126,621,22,2111,0
13254,@thinkprogress Donald moves to leverage his power for personal gain!! If you  purchase a poisonous snake don't be u… https://t.co/zG8JExWPRi,126,621,22,2111,0
13255,"@thinkprogress So it goes big time!!! BUT Where Does It END? A lair, crook and Evil! https://t.co/gvC8P5ECIb",126,621,22,2111,0
13256,"ExxonMobil helped defeat Russia sanctions bill... ANY Congressman/woman who votes  lift sanctions votes for Putin,not USA and is guilty!!!",126,621,22,2111,0
13257,@ezraklein There somethimg wrong that can be corrected!  This gentleman is unemployed and the unemployment rate is… https://t.co/Sg7R0QgLPw,126,621,22,2111,0
13258,"@KeithOlbermann  I know where there are about 20,000,000 (37 % of Trump's voters) who already think positive about… https://t.co/M6IRvDCURh",126,621,22,2111,0
13259,@LSGLA @MaddowBlog @mattmarkovich Rachael Maddox plus Joy Reid are among the few that tell us the truth in spite of… https://t.co/brN4QUbzON,126,621,22,2111,0
13260,"@RightWingWatch Possible,if he lies most of the time about other people it's possible he lies about himself! In fac… https://t.co/jZqS1zqAYe",126,621,22,2111,0
13261,@costareports Did you get him to pay for that great &amp; magnificent wall??,126,621,22,2111,0
13262,@TheDemocrats He has been crooked and evil all his life!!! Do you really think he will PIVOT? If he does it will be… https://t.co/86VcZkIIJm,126,621,22,2111,0
13263,@JoeNBC And usually wedon't have a belligerent foreign power intruding into our citizens right to elect the person… https://t.co/0hbTQ60XR4,126,621,22,2111,0
13264,@thinkprogress That cheap shit stil serving that cheap shit??? https://t.co/JsLVxcyx7f,126,621,22,2111,0
13265,"@CNN Study Alabama!!!!!  It's the  best example of what the 37% club &amp; Alt-Right means when they say ""take our coun… https://t.co/xp0xQGblRp",126,621,22,2111,0
13266,"@CNN Where the States heroes are numerous, for instance George Wallace!!",126,621,22,2111,0
13267,@Morning_Joe The Senate voted down a request for an authorization for the President! Joe S. has bombarded the… https://t.co/a5BQlmt87o,126,621,22,2111,0
13268,"@Morning_Joe We'll let's look! Comey, Putin, Lying Trump, Joe &amp; Mika, Fox Fake News, a long line of Putin/Trump seg… https://t.co/MSFC7B4wBg",126,621,22,2111,0
13269,@Morning_Joe @MittRomney Look at all those who have promoted Trump on MJOE! What a rogues gallery of CLOWNS! Retrea… https://t.co/iELUn16ouW,126,621,22,2111,0
13270,"@Morning_Joe Mike Barnacle,180 turn to Trump last18 months! A writer of stolen news reports, you hitched your wagon… https://t.co/CW1w44dZUX",126,621,22,2111,0
13271,"@Morning_Joe Where was those that opposed  your views since July? Very seldom appeared! Kinda like O"" Reilly &amp; Hann… https://t.co/YgXSfHpCpf",126,621,22,2111,0
13272,'A huge non-story': /morning-joe via @msnbc Listen and decide if they are for TRUMP! Putin! Just like Hannity Show.,126,621,22,2111,0
13273,"@Morning_Joe Mika your gig was over 6 years ago! Since  you've been compromised by Joe. Willie, and all guest  sele… https://t.co/2BFy22tJZz",126,621,22,2111,0
13274,@Morning_Joe Tired!!  Weak!!   Mika is predictable!  Joe is a relic of the past! Phil Griffin owns it all! CNN COMO… https://t.co/qw5NacyZu1,126,621,22,2111,0
13275,@realDonaldTrump  PLEASE try and be presidential &amp; please don't forget my grandskids https://t.co/RWETOJp3qT,126,621,22,2111,0
13276,@KeithOlbermann @realDonaldTrump trivial answer!!!!!!! https://t.co/WIdtzCCYN5,126,621,22,2111,0
13277,"@KeithOlbermann Unemployment Rate: NOV.
Wis...4.1 --  Ohio --4.9......Mich--4.9......Penn -- 5.7..CHECH… https://t.co/huJ4q93RWP",126,621,22,2111,0
13278,@EJDionne If he lied about this:Unemployment rate-NOV:   Mich....4.9...Wis....4.1...Penn....5.7....Ohio....4.9 chec… https://t.co/Fjhd6c5VcW,126,621,22,2111,0
13279,@politico @POLITICOMag Who knows.........................How much does Trump owe Russia...................no tax re… https://t.co/LfOv8BfZcM,126,621,22,2111,0
13280,"Nov. unemployment rate:      Mich: 4.9........Penn 5.7.......Ohio 4.9.......Wis.....4.1

This info available to YOU… https://t.co/7lSsMVen6Q",126,621,22,2111,0
13281,Unemployment Rates for States / Nov 2016....Penn-5.7 ---Mich---4.9---Ohio---4.9---Wis --4.1 source: US. Bureau of Labor -AVAILABLE TO YOU!,126,621,22,2111,0
13282,"@BososSayWhat @NicolePettibone BadmoveVladimir! You just went up against 17 intelligence departments- America, a number in Europe,elsewhere!",126,621,22,2111,0
13283,"@realDonaldTrump and they have some good unemployment rates!!

Wisconsin for Nov.  --  4.1%   Pennsylvania  -- 5.7… https://t.co/yTLLweR7QR",126,621,22,2111,0
13284,"@realDonaldTrump       Pennsylvania Nov. unemployment rate...................5.7%
Did you know that? You people got… https://t.co/QQWElSWTfc",126,621,22,2111,0
13285,"@realDonaldTrump the difference the election results are not the opposite!
And Cia-FBI and 15 other agencies say th… https://t.co/GBJyonIIWf",126,621,22,2111,0
13286,"@realDonaldTrump @mike_pence     
Nov. unemployment Penn:  5.7- Mich 4.9- Ohio- 4.9 Wis--4.1
Check in 2017Nov. https://t.co/GwFKPkQlqi",126,621,22,2111,0
13287,@realDonaldTrump @mike_pence @ScottWalker @SpeakerRyan @PRyan @wisgop SINCE UNEMPLOYMENT RATE IS 4.6 TODAY WHAT IS… https://t.co/MP9n9rgR2l,126,621,22,2111,0
13288,@realDonaldTrump @BillGates @JimBrownNFL32 Everybody but the garbage works have been in you office! Maybe them by b… https://t.co/j40Iuh6R63,126,621,22,2111,0
13289,"@realDonaldTrump You think they did it as an honor? Did you NOT ready the caption?  Did you not check passed ""honor… https://t.co/zY58M6q3e0",126,621,22,2111,0
13290,"@realDonaldTrump  You had told them it was done by a 400 pound man in a bed! Had to investigate, you know scales,et… https://t.co/z5yYaRaMCg",126,621,22,2111,0
13291,@realDonaldTrump I agree that it is not so complex!   Just do it illegally! That's not complicated!!,126,621,22,2111,0
13292,@realDonaldTrump  Winners!!! Got a big jet though! https://t.co/LFa18EqNxW,126,621,22,2111,0
13293,"@realDonaldTrump No! The one you called for yourself! We are going to be in your face for 4 years! 68,000,000! It a… https://t.co/ucBwU9kGnF",126,621,22,2111,0
13294,@realDonaldTrump You have fooled fools but not civic informed US citizens! Going to have to live with all of us for… https://t.co/Z2RsBpkKet,126,621,22,2111,0
13295,"@realDonaldTrump You'll not do anything for my grandkids!They are 13 thru 20! Alt-Right is not for them, Putin is n… https://t.co/348NNRBnqn",126,621,22,2111,0
13296,"@GOP Will be authored by Generals, Billionaires, Fox Contributors, ALT-Right voices, Putins propaganda, and a sick… https://t.co/MZ4PigrUqm",126,621,22,2111,0
13297,"@GOP Trump talks like a man that never grew up, petty, bullying, lashing out, unable to converse in a normal way!!… https://t.co/GndRK1k3Ev",126,621,22,2111,0
13298,"@PatMcRotch @Resistance2020 @SpeakerRyan Third wife, proud are you? https://t.co/jhxkNkuhvi",126,621,22,2111,0
13299,@Lawrence Joe&amp; Mika have committed vial action that journalism can't survive for long! When will they be gone? Ever… https://t.co/U6DCFSBGeO,126,621,22,2111,0
13300,"⚡️ “Trump makes 'unpresidented' spelling error ”

https://t.co/KcoDJv3vPP Spelling error OR error in judgement!Whic… https://t.co/NZSGOLTSrU",126,621,22,2111,0
13301,"https://t.co/nKH7dKD83j
Fake News NO !  Russian propaganda sent to US Citizens by Wikileaks, Fox News!",126,621,22,2111,0
13302,"@inklake @rolandsmartin  If your are an informed citizen, not a civic ignorant person, this picture should make you… https://t.co/8BT6UB1yrm",126,621,22,2111,0
13303,"Presidential Daily Brief: Trump determined to strike in U.S. https://t.co/ElDv3Zh78U  TRUMP PLAN,after US is attacked blame someone else!",126,621,22,2111,0
13304,@jayrosen_nyu @rolandsmartin Way Russia/Putin do it! Hannity- Joe Scarborough are examples of Trump's new press pro… https://t.co/kEQ0lCI8bg,126,621,22,2111,0
13305,"@CNET Compare this man to Trump. Watched his funeral, completely distracted by thoughts of difference between them!… https://t.co/phQ0YlwQGj",126,621,22,2111,0
13306,"https://t.co/C1ciTiPLdy   WAKE UP YOU""LL",126,621,22,2111,0
13307,"Putin’s Revenge https://t.co/Hg3eIvGYQr

 A murderer ,dictator, killer of reporters and worth $85,000,000,000 on salary of $139,000 annual!",126,621,22,2111,0
13308,Putin’s Revenge https://t.co/Hg3eIvGYQr   Why Putin like Trump? What is the four year plan for the Trump/Putin relationship?,126,621,22,2111,0
13309,@MSNBC AND that includes the parade of clowns that have been going up to Trump's suite this past month! https://t.co/Qj9EvyPpg4,126,621,22,2111,0
13310,@TheDailyEdge and 37% of Trump voters think highly of Putin! Sounds like they follow FOX! https://t.co/dwamiAhS7D,126,621,22,2111,0
13311,"@CNN Where do you find this type of person?  Heard it was at the Trump University!
Don't they know it swindled thousands people,then closed?",126,621,22,2111,0
13312,@woodruffbets Trump &amp; Nato in the same sentence!!!!! He thinks Nato means VOTE in Russian! https://t.co/W4lAnNRJgx,126,621,22,2111,0
13313,@thinkprogress What a twisted mind!! https://t.co/0h33dU0ZMa,126,621,22,2111,0
13314,The Crowdsourced Guide to Fighting Trump’s Agenda https://t.co/V2xoXeb3XU via @newyorker,126,621,22,2111,0
13315,@AntoniaQuestPho Sold his soul and then got embarrassed!!! https://t.co/2g3n7b1PD5,126,621,22,2111,0
13316,@AntoniaQuestPho Pipeline tothe tower? Is Putin partowner? You guy sure did job for him! Had to quit watching whenr… https://t.co/9gVf5FgnDj,126,621,22,2111,0
13317,@igggie1 @Fusion He is all about himself in a very evil way!!! https://t.co/r1S8pl5gPp,126,621,22,2111,0
13318,@theGrio 37 per centers for Trump &amp; Putin! Some of Bannon's buddies!! https://t.co/xNPJo185mc,126,621,22,2111,0
13319,@theGrio 37 per centers for Trump &amp; Putin! Some of Bannon's buddies!! https://t.co/xNPJo185mc,126,621,22,2111,0
13320,@JasonMillerinDC What a lie!  Almost everyone watches truthful news sometime! This is just a transparent lie by a t… https://t.co/y7esSFEJo5,126,621,22,2111,0
13321,@nancook @politico He can't let go! Like a child or someone with a problem! https://t.co/ogoOBtbVF0,126,621,22,2111,0
13322,@politico A sorry dude...................................... https://t.co/dUIZc2RZU0,126,621,22,2111,0
13323,"@crooksandliars @POTUS Those that do this will have to live with it, hurting our country! Those that don't call the… https://t.co/DW0r32Rrqm",126,621,22,2111,0
13324,@seanhannity One of a kind! You are the lowest form of humanity! When I measure you against what Jesus taught you c… https://t.co/4EOKrB9ujW,126,621,22,2111,0
13325,"@ObamaMalik Any one that would go against a brother, first Black President, just can't be alright! ALT RIGHT, I understand! Hatred works!",126,621,22,2111,0
13326,"@immigrant4trump @117csmith That song insinuates that the ""OTHERS"" that don't look like you, agree with you, is NOT AMERICAN! That's Stupid",126,621,22,2111,0
13327,@TonyStory6 @117csmith You got to be a 37% member! https://t.co/n3pCTeWQY8,126,621,22,2111,0
13328,@TeamTrump @117csmith How do you knows this? When is the last time you did anything with any Americans? Your employ… https://t.co/p5Ss45NtDZ,126,621,22,2111,0
13329,@Trump_World Who you going to take it from???? https://t.co/xl0vzdcBb7,126,621,22,2111,0
13330,tells Chris Hayes Democrats must 'fight all the way to Inauguration https://t.co/o3K1BdpKmV via @YouTube,126,621,22,2111,0
13331,@politicususa What great GOP operator! But stupid! Did he believe he could get away with this? may not be fired BUT… https://t.co/Tcsi9NktUl,126,621,22,2111,0
13332,Trump's economic team continues to align with his billionaire hedge fund advisor https://t.co/KOOlohmZAs via @HuffPostPol,126,621,22,2111,0
13333,"@FoxNews @realDonaldTrump @SenatorSessions America's strong nation NOW you dimwit! Going back to G.Wallace, Strom Thurman, is not greatness!",126,621,22,2111,0
13334,"@FoxNews @SenatorSessions @realDonaldTruump     Jeffrson B Sessions, Are you suggestion 1855 or 1955 as back to BGA? Wallace of Calhoun?",126,621,22,2111,0
13335,"@TeamTrump @realDonaldTrump @SenatorSessions  I tell you, read John C. Calhoun if you want an insight to Sessions J… https://t.co/9bLwCakEUW",126,621,22,2111,0
13336,"@FoxNews @SenatorSessions is the MOVEMENT a Putin creation? Or is it like you know, a John C. Calhoun program? Does… https://t.co/DA3SfBRbRh",126,621,22,2111,0
13337,@FoxNews @davidwebbshow FOX Servant...................Murdock owns you!!! https://t.co/Y1elDhmeDG,126,621,22,2111,0
13338,@Jumpforjoy95 @JasonMillerinDC @realDonaldTrump IKeep reading your crap miller! can't believe anyone can be so stupid! Is Trump this stupid?,126,621,22,2111,0
13339,@thebotanophile @JasonMillerinDC @realDonaldTrump He's not the President! China knows that ! A 6th grader know that!  You know that! STUPID!,126,621,22,2111,0
13340,"@romainestchives @JasonMillerinDC @realDonaldTrump Only this describes miller.......completely STUPID! Why, only stupids will repeat lies!",126,621,22,2111,0
13341,@AaronBrynen @JasonMillerinDC @realDonaldTrump All the comments list here are telling you something................… https://t.co/6wTCwXfDRm,126,621,22,2111,0
13342,@DSweti @Rurik66 @CharlieTicotsky @JasonMillerinDC @realDonaldTrump Miller doesn't know thatTrump does but lies about it/ 37% Putin lovers??,126,621,22,2111,0
13343,@CharlieTicotsky @JasonMillerinDC @realDonaldTrump If this is the way Miller is going to speak for DRT we are in fo… https://t.co/cvzDbcY5kt,126,621,22,2111,0
13344,@JasonMillerinDC @realDonaldTrump YOU TWEET!!! China was making fun of DRT! Anyone that says what you did is either stupid or ....crazy/both,126,621,22,2111,0
13345,"@thehill Have you listen or read McMillin? Since HC, with 3,000,000 votes more than DRT can't be I wish he was goin… https://t.co/PrBw8dTdXY",126,621,22,2111,0
13346,@Slate A person that entered the county illegally can't be first lady can she??,126,621,22,2111,0
13347,"@nytimes Who knew? Bannon didn't recognize it, Kelly Ann or Comey didn't but the 37% DID!! https://t.co/FgvDSD7LhA",126,621,22,2111,0
13348,"@JonLemire @TeamTrump NO!! They are washing off the scum that accumulates when DRT is talking with Putin, Bannon or… https://t.co/dDyJKk85BP",126,621,22,2111,0
13349,@FoxNews @GovMikeHuckabee You are not a child of Christ!! How do I know? You don't say or do what HE told you in the Bible! Anyone can check,126,621,22,2111,0
13350,@FoxNews @LisaMarieBoothe What a dumb statement!!!! Nothing has changed you door knob! https://t.co/whNZNjCtOk,126,621,22,2111,0
13351,@FoxNews @ericbolling Your are the most obvious of all dimwits on FOX !  He is not my President! When you speak NO… https://t.co/fv4nG8VSbK,126,621,22,2111,0
13352,@crooksandliars Chicken has better hair and more brains!! It's going to be mean and sad!! https://t.co/qT0iVyOJol,126,621,22,2111,0
13353,"@thinkprogress 37% applaud Putin,70% feel it's alright for Trump to be a part time President / work in his business… https://t.co/4f12plM2qE",126,621,22,2111,0
13354,"@The_NewRight  Your jerks, he is "" filling up the swamp"" with Fox News Contributors",126,621,22,2111,0
13355,"@The_NewRight  Your mission statement portends a dictatorship !!!! You already got 37% IN ""THE MOVEMENT"" plus Putin… https://t.co/XLEmrWnXfG",126,621,22,2111,0
13356,"@TheDonWins You won, Putin won, 37% won HOWEVER, all the rest of us LOST!!!

Yu don't know how to run Nation, hell… https://t.co/K05MRTg0rf",126,621,22,2111,0
13357,@DavidNather @KevinMaddenDC @BubbaAtkinson Fool on the hill!,126,621,22,2111,0
13358,"@SenateMajLdr @SenToomey Did you hear the 62,000,000 including the 37%, the 65,000,000 or Putin? It's obvious what… https://t.co/t8XcT8mma7",126,621,22,2111,0
13359,"@politicususa Did Joe Scarborough,the 911mayor,Trump, Hannityothers know about the hacking/motives? If So HOW? It was obvious if you watch!",126,621,22,2111,0
13360,@reppittenger Nazi like moves in NC!!! What will happen if the people ever wake up?? Are will they? 37% Trump voter… https://t.co/Ss5LHF0JD0,126,621,22,2111,0
13361,"@CNBC @SpeakerRyan along with 30,000,000 citizens since you are going to kill it!! No replacement!! RT, Fox, Bannon… https://t.co/21gyOUikwS",126,621,22,2111,0
13362,"@SpeakerRyan For the record...........you are lying!!! Trump, Bannon, Putin and you!!   What a bunch of mean and ro… https://t.co/OZt4IKgC9h",126,621,22,2111,0
13363,@SpeakerRyan Putin's main man!!!!,126,621,22,2111,0
13364,"@RepDLamborn @SpeakerRyan What are they, Hey, what are they?",126,621,22,2111,0
13365,@SteveScalise @SpeakerRyan Are you so foolish that you believe I and millions of others will sallow this? You 37% are nuts if you think so !,126,621,22,2111,0
13366,"@SpeakerRyan 30,000,000 now have ins. Yu do not have replace!! What the hell do you think you can do with these peo… https://t.co/EDWWl3dk0Y",126,621,22,2111,0
13367,"@SpeakerRyan @RepMickMulvaney Will u be running the proposed budget by Putin? Also, what about crossing The Don aft… https://t.co/khKFjVJPbd",126,621,22,2111,0
13368,@SpeakerRyan Will you be traveling to Russia soon? Since 37%  the Trump voters look with favor on Putin I felt you… https://t.co/OAAeJwU26C,126,621,22,2111,0
13369,"@SpeakerRyan The lies you're listing is sucked up by 62,000,000GOP including the 37% that feel positive about Putin… https://t.co/njeMhCQq20",126,621,22,2111,0
13370,@PatMcRotch @Resistance2020 @SpeakerRyan You Jerk !!!,126,621,22,2111,0
13371,“Spelling wasn’t the problem with Trump’s China tweet” by @samanthadpage https://t.co/smIEgn3zhc Can he spell his name?,126,621,22,2111,0
13372,@thehill Is Putin involved?  I'll check with a 37% member!,126,621,22,2111,0
13373,China to return U.S. drone as Trump accuses them of stealing https://t.co/545baMzxb4 via @nbcnews  Our new president is an egomaniac!,126,621,22,2111,0
13374,"@KevinMaddenDC RT you say.....Russia Today,is that it? You're 37% trump voter right! Most the only one's that read… https://t.co/zBM5m6ZiS0",126,621,22,2111,0
13375,@USAforTrump2016 Look at all the economic numbers 37%er ! You are so far wrong it's pathetic!!!! You're pathetic!!!! https://t.co/XSvIzgszAs,126,621,22,2111,0
13376,"@WeNeedTrump Just another outright lie!   82% of what Trump said during campaign was lies!  Oh, 37%, you screwed up! https://t.co/alQYVj6EzA",126,621,22,2111,0
13377,@TheTrumpLady @realDonaldTrump One day this beautiful little guy will come to know  Putins loved byTrump! Hopes he… https://t.co/4nirf8cpQ9,126,621,22,2111,0
13378,@GOP What do you know??  President never sold hats as President! Never loved Putin! Never put most of Fox  reporters in his cabinet!!!!,126,621,22,2111,0
13379,"Hey, thats great but I will never believe in y0u@GOP https://t.co/ALis37ZOwE",126,621,22,2111,0
13380,37% did it!!!@The_Trump_Train https://t.co/q4NLuKJNYN,126,621,22,2111,0
13381,Better watch out better not cry................the 37% Group can tell you why@PatriotJewelUSA https://t.co/IaGg8miuXm,126,621,22,2111,0
13382,@thehill If you compare the days W. cut brush against Obama vacation days you will find most lies about Obama vacat… https://t.co/3TfV0pisI1,126,621,22,2111,0
13383,@Morning_Joe Putin???? NA! Obvious you could be a member of the 37% Club!,126,621,22,2111,0
13384,@JoeNBC @Morning_Joe A major effort to blame Obama! watched you for a longtime! Evident you were pushing hard to keep Trump out of blamegame,126,621,22,2111,0
13385,@Morning_Joe A fox news poll! How about that? https://t.co/zdPQC7OU7X,126,621,22,2111,0
13386,"@Morning_Joe Just scrolling your post from wayback. Man, were into promoting Trump! Noticed you actually used some… https://t.co/wAJ6rnbd0X",126,621,22,2111,0
13387,Is this the assistant that worked for you?  were you aware  the Russian hackin early on? You were the most insisten… https://t.co/Sa35BfWoJs,126,621,22,2111,0
13388,"@FoxNews @realDonaldTrump Bet you can't burn the Russian Flag! Will get you shot, your family shot and your dog shot..............right 37%",126,621,22,2111,0
13389,"@FoxNews @realDonaldTrump  The shame, Trump's 37% wants our soldiers to fight in Syria and get bombed by Putin!!! H… https://t.co/IihMWtcJoi",126,621,22,2111,0
13390,"@mmfa Man,there have been a lot of Roger Ailes graduates from Fox! Kind'a like grads from Trump U except Ailes grad… https://t.co/sGyM3VKkfp",126,621,22,2111,0
13391,@mmfa One stupid person!!!!! https://t.co/1UllPw6Gq5,126,621,22,2111,0
13392,"@mmfa What a joker!  But when you consider it, it fits!!!   Trump &amp; Kudlow!! https://t.co/vjCKA9XgkO",126,621,22,2111,0
13393,Hey 37% Club!!!!  No good to try and get off the 37% Club..................you've done the damage! https://t.co/C2D4l4gD2n,126,621,22,2111,0
13394,@mmfa Only fools believe Alex Jones!  Only members of the 37% Club put him on Fox!!!! https://t.co/6No7fhvxex,126,621,22,2111,0
13395,@mmfa THE WORST OF THE WORST!!! Wonder what Bill's family things about years of lies!  He surely is a member of the… https://t.co/F1SQRoBTU3,126,621,22,2111,0
13396,@Trump_World ! Let's call it what it is............A DISASTER!!!!! https://t.co/96KDedTxoz,126,621,22,2111,0
13397,@mmfa slime! NOTHING ELSE IS APPROPRIATE!!! https://t.co/NdPeaHuk9l,126,621,22,2111,0
13398,@WeNeedTrump Are you a member of the 37% cUB?,126,621,22,2111,0
13399,@jonfavs @anamariecox Are you one of the 37% Group?,126,621,22,2111,0
13400,The worst thing about Washington’s “swamp” is that it’s entirely in Washington: https://t.co/8iz3QLi5o3 via @slate,126,621,22,2111,0
13401,"Missouri For Trump????????????  Trump Threatened and Bought jobs, in St. Louis https://t.co/cRKDIZA5dc",126,621,22,2111,0
13402,"@TIME HEY, I  bet his buddies are happy about this!!!",126,621,22,2111,0
13403,@thehill And do the receipts go to Trumps Charitable Foundation?,126,621,22,2111,0
13404,@marc_lotter @realDonaldTrump @mike_pence    How many 37% clowns were there?,126,621,22,2111,0
13405,"@NicolleDWallace Not fan on MSNBC ,What you said on MSNBC about President Obama tonight gained my respect! I love truth! I'm your new fan!",126,621,22,2111,0
13406,"A FOOL that might ""Shake Up Washington"" !!!!! https://t.co/T0DUpcPeVp",126,621,22,2111,0
13407,"https://t.co/jCTRVEC2Z1 … #EconReport 
The 599 pages of the EconReport 2016 SEE SUCCESS

I hope a FOOL doesn't come… https://t.co/bTNH3HoR9u",126,621,22,2111,0
13408,"@WhiteHouse Jobs, Jobs. Jobs. Trumps/GOP............  How much lower can he go below 4.6% ?",126,621,22,2111,0
13409,@stltoday Keep him in prison even after he dies!!!!!,126,621,22,2111,0
13410,"@FoxNews Stock Market since W. ..........9,000 to 19,000!!!!!!!!!! https://t.co/iVHZj8B0T4",126,621,22,2111,0
13411,"@a_venture3 @XTraceyAnn Please, don't tie MY LORD to your worthless Creep!!!! https://t.co/wm0HL3a3If",126,621,22,2111,0
13412,@a_venture3 @XTraceyAnn How do I know he is your savior? You say HE is but you also say Trump is a great man! You lose all creditably!,126,621,22,2111,0
13413,@SpeakerRyan You half sack of rocks!!!!   You mention courage! You have shown a lack of courage second to none over the past year!,126,621,22,2111,0
13414,@JPaulVols @XTraceyAnn Is this a joke of stupidity?????,126,621,22,2111,0
13415,@brianstelter @PressSec Russian style news.....only what DRT wants known and who he wants to know it! This is headed for Stalin-like plan!!,126,621,22,2111,0
13416,@brianstelter @PressSec Howmany stupids can'tsee that if DRT understands-constitution/democracy he'd never consider what is written here,126,621,22,2111,0
13417,Donald Trump and 'Morning Joe' made  https://t.co/VVWKBImd0K That was Rusian  type ploy!  They still work DRT and MSNBC! Trumps dupes!!!,126,621,22,2111,0
13418,What a joke!!!!,126,621,22,2111,0
13419,"@SenatorSessions A disciple of John C. Calhoun, you will embarrass yourself soon enough since you live in the 1850'… https://t.co/bFujhVWMF5",126,621,22,2111,0
13420,@chrismrutledge Your advise is worth about as much as Trumps lies!!! https://t.co/CZBesEgOzk,126,621,22,2111,0
13421,@Perpetual_Now DOES TRUMP HAVE SOMETHING INCRIMINATING ON THE JOE DUO?  Maybe death of JS assistant in Ft. Walton Beach Congressman Office,126,621,22,2111,0
13422,"How Donald Trump and 'Morning Joe' made up https://t.co/VVWKBImd0K IT WAS ALWAYS ON!!  WHO DO YOU THINK WON THE PROPAGANDA WARS, RT or MJ?",126,621,22,2111,0
13423,@hikergal333 @realDonaldTrump Is this the next cabinet pick by DRT? You could depend on JK to keep him from going c… https://t.co/ZHzqB9sVs7,126,621,22,2111,0
13424,"Who do you believe won the propaganda wars, MORNING JOE OR RT #morningjoe",126,621,22,2111,0
13425,@DavidCornDC Morning Joe was working for Trump( undisclosed) Why do you think MSNBC has said or done nothing about this???,126,621,22,2111,0
